OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
23343,2018,CENTURYLINK: LAKE CITY GARAGE,NonResidential,3834500515,12550 26TH AVE NE,SEATTLE,WA,98125,47.72083,-122.29979,NORTH,5,1969,1,0,30160,30160,0,Other,,37.30,34.90,1125620,1052512,51.80,49.00,Other,30139,NA,,NA,,62093,211862,8406,840650,0,45.2,1.5,Compliant,No Issue
23355,2018,GRAHAM VIEW,Multifamily LR (1-4),7625703280,6040 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54731,-122.38656,SOUTHWEST,1,1992,4,0,29357,29357,0,Multifamily Housing,95,21.50,21.50,632630,632630,60.30,60.30,Multifamily Housing,24406,Office,4951,NA,,185413,632630,0,0,0,1.7,0.1,Compliant,No Issue
23360,2018,24 UNIT APARTMENT/1ST FL OFFICE,Multifamily LR (1-4),7625703365,6041 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54732,-122.38753,SOUTHWEST,1,1991,4,0,28645,25003,3642,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
23364,2018,IVY COURT,Multifamily LR (1-4),7625704460,6523 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54411,-122.38762,SOUTHWEST,1,1991,4,0,34544,33521,1023,Multifamily Housing,,26.90,26.10,821383,797541,68.70,67.10,Multifamily Housing,24813,Retail Store,5690,NA,,202464,690807,1067,106734,0,7.5,0.2,Compliant,No Issue
23365,2018,MARNAE APTS,Multifamily LR (1-4),7625704470,6533 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54365,-122.38766,SOUTHWEST,1,1960,3,0,22195,22195,0,Multifamily Housing,79,27.20,26.40,604004,586646,76.20,74.00,Multifamily Housing,22195,NA,,NA,,171936,586646,0,0,0,1.6,0.1,Compliant,No Issue
23367,2018,SEABIRD CONDOMINIUM,Multifamily MR (5-9),7628300000,1301 HARBOR AVE SW,SEATTLE,WA,98116,47.5923,-122.38322,SOUTHWEST,1,1976,5,0,72155,72155,0,Multifamily Housing,67,30.00,29.00,2163901,2093384,67.90,66.00,Multifamily Housing,72155,Parking,18039,NA,,429246,1464586,6288,628797,0,37.3,0.5,Compliant,No Issue
23368,2018,SEABOARD BUILDING CONDOMINIUM,NonResidential,7628750000,1500 4TH AVE,SEATTLE,WA,98101,47.61056,-122.33661,DOWNTOWN,1,1909,11,0,111137,111137,0,Mixed Use Property,,99.80,99.30,9888294,9834141,199.10,199.20,Office,42939,Multifamily Housing,40878,Bank Branch,10887,1574622,5372610,44615,4461532,0,251.3,2.3,Compliant,No Issue
23372,2018,CUMBERLAND APARTMENTS,Multifamily LR (1-4),7647500000,5941 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54914,-122.38758,SOUTHWEST,1,1989,3,0,30080,22632,7448,Multifamily Housing,82,23.80,23.20,716068,697424,66.70,64.90,Multifamily Housing,30080,NA,,NA,,204403,697424,0,0,0,1.9,0.1,Compliant,No Issue
23373,2018,SEATTLE HEIGHTS CONDOMINIUM,Multifamily HR (10+),7656900000,2600 2ND AVE,SEATTLE,WA,98121,47.61633,-122.34894,DOWNTOWN,7,1993,25,0,260685,255205,5480,Multifamily Housing,,36.10,35.30,11427238,11177693,82.10,80.80,Multifamily Housing,305179,Parking,93906,Office,4412,2323933,7929259,32484,3248434,0,193.7,0.8,Compliant,No Issue
23377,2018,APARTMENTS,Multifamily LR (1-4),7660100105,1340 12TH AVE S,SEATTLE,WA,98144,47.59018,-122.31687,GREATER DUWAMISH,2,1963,4,0,20467,20467,0,Multifamily Housing,93,19.00,18.60,389018,380254,53.20,52.00,Multifamily Housing,20467,NA,,NA,,111446,380254,0,0,0,1,0,Compliant,No Issue
23396,2018,4500 W MARGINAL WAY SW,NonResidential,7666703680,4500 W MARGINAL WAY SW,SEATTLE,WA,98106,47.56319,-122.35067,SHARED: GREATER DUWAMISH &amp; DELRIDGE NEIGHBORHOODS,1,1997,1,0,40189,40189,0,Other - Utility,,20.90,20.40,784720,765775,44.70,44.20,Other - Utility,28347,Office,9113,Parking,0,142728,486987,2788,278788,0,16.1,0.4,Compliant,No Issue
23397,2018,FRASER BOILER SERVICE,NonResidential,7666703920,3601 W MARGINAL WAY SW,SEATTLE,WA,98106,47.57058,-122.35626,DELRIDGE NEIGHBORHOODS,1,1966,2,0,28109,28109,0,Other,,70.90,70.90,1992168,1992168,194.10,194.10,Other,28109,NA,,NA,,563228,1921734,704,70434,0,8.9,0.3,Compliant,No Issue
23400,2018,SEATTLE COMMERCE CENTER,NonResidential,7666704005,2414 SW ANDOVER ST,SEATTLE,WA,98106,47.56877,-122.36369,DELRIDGE NEIGHBORHOODS,1,1988,2,0,27000,27000,0,Office,68,47.80,46.50,3651126,3550495,102.80,101.50,Office,49334,Non-Refrigerated Warehouse,18000,Retail Store,9000,672793,2295570,12549,1254925,0,72.8,2.7,Compliant,No Issue
23408,2018,VIRGINIA MASON- BARONESS HOTEL,NonResidential,8590901030,1005 SPRING ST,SEATTLE,WA,98104,47.60958,-122.32646,EAST,3,1928,6,0,35770,35770,0,Hotel,71,74.70,71.30,2670714,2549106,106.90,103.30,Hotel,35770,NA,,NA,,170611,582126,19670,1966980,0,106,3,Compliant,No Issue
23409,2018,CHASSELTON APTS,Multifamily MR (5-9),8590901035,1017 BOREN AVE,SEATTLE,WA,98104,47.60973,-122.32594,EAST,3,1925,5,0,51900,51900,0,Multifamily Housing,,58.50,55.20,3036828,2862470,76.60,73.10,Multifamily Housing,51900,NA,,NA,,131698,449354,24131,2413116,0,129.4,2.5,Compliant,No Issue
23410,2018,VIRGINIA MASON- INN AT VIRGINIA MASON,NonResidential,8590901105,1006 SPRING ST,SEATTLE,WA,98104,47.60981,-122.32687,EAST,3,1928,9,0,48006,48006,0,Hotel,82,72.40,73.10,3475430,3507044,131.10,132.90,Hotel,48006,NA,,NA,,451950,1542055,19650,1964989,0,108.5,2.3,Compliant,No Issue
23416,2018,VIET WAH SUPERMARKET AND SAIGON BISTRO RESTAURANT,NonResidential,8591900145,1032 S JACKSON ST,SEATTLE,WA,98104,47.59949,-122.31851,DOWNTOWN,2,1960,2,0,29631,29631,0,Mixed Use Property,,126.80,124.20,4311270,4222738,257.10,254.40,Supermarket/Grocery Store,16000,Office,13000,Restaurant,5000,706107,2409238,18135,1813501,0,102.7,3.5,Compliant,No Issue
23418,2018,ENG SUEY SUN PLAZA,NonResidential,8592900065,815 S WELLER ST,SEATTLE,WA,98104,47.59727,-122.32196,DOWNTOWN,2,1989,2,0,23472,23472,0,Office,,59.10,58.10,1342534,1318731,125.40,125.60,Office,20695,Other,1065,Retail Store,945,245748,838492,4802,480239,0,27.7,1.2,Compliant,No Issue
23419,2018,CSC Engineering (A),Nonresidential COS,8592900285,714 S CHARLES ST,SEATTLE,WA,98134,47.5956,-122.32292,GREATER DUWAMISH,2,1973,2,0,21315,21315,0,Office,41,164.20,155.90,3352792,3183848,249.90,241.20,Office,20424,NA,,NA,,265215,904914,22789,2278934,0,123.4,5.8,Compliant,No Issue
23420,2018,1300 ALKI CONDOMINIUM,Multifamily MR (5-9),8600050000,1300 ALKI AVE SW,SEATTLE,WA,98116,47.59296,-122.39038,SOUTHWEST,1,1996,5,0,23821,23821,0,Multifamily Housing,,43.40,42.30,1033959,1006543,73.30,72.10,Multifamily Housing,23821,NA,,NA,,110638,377499,6290,629044,0,34.4,1.4,Compliant,No Issue
23421,2018,1300 UNIVERSITY CONDOMINIUM,Multifamily HR (10+),8600300000,1300 UNIVERSITY ST,SEATTLE,WA,98101,47.61273,-122.32481,EAST,1,1980,11,0,53290,53290,0,Multifamily Housing,95,30.30,29.40,1615015,1565485,84.90,82.30,Multifamily Housing,53290,Parking,28184,NA,,458817,1565485,0,0,0,4.2,0.1,Compliant,No Issue
23430,2018,3100 FAIRVIEW CONDOMINIUM,Multifamily LR (1-4),8602900000,3100 FAIRVIEW AVE E,SEATTLE,WA,98102,47.64934,-122.32396,LAKE UNION,4,1991,4,0,32040,32040,0,Multifamily Housing,41,45.10,44.50,1445757,1424809,95.20,94.50,Multifamily Housing,32040,NA,,NA,,256510,875211,5496,549598,0,31.5,1,Compliant,No Issue
23432,2018,CARROLL TERRACE,Multifamily LR (1-4),3876900155,600 5TH AVE W,SEATTLE,WA,98119,47.62484,-122.3629,MAGNOLIA / QUEEN ANNE,7,1985,4,0,22716,22716,0,Multifamily Housing,29,38.50,37.20,857735,829619,107.70,104.20,Multifamily Housing,22298,NA,,NA,,243148,829619,0,0,0,2.2,0.1,Compliant,No Issue
23433,2018,PARKWING APTS,Multifamily LR (1-4),3876900165,620 5TH AVE W,SEATTLE,WA,98119,47.62526,-122.3629,MAGNOLIA / QUEEN ANNE,7,1967,4,0,43477,36292,7185,Multifamily Housing,75,53.60,52.00,1783518,1732082,112.40,109.30,Multifamily Housing,33292,Parking,7185,Swimming Pool,0,305044,1040812,6913,691271,0,39.5,1.1,Compliant,No Issue
23435,2018,WESTROY APTS,Multifamily MR (5-9),3876900185,421 W ROY ST,SEATTLE,WA,98119,47.62575,-122.36296,MAGNOLIA / QUEEN ANNE,7,1930,5,0,31040,25845,5195,Multifamily Housing,96,26.10,25.00,674013,646143,72.90,69.90,Multifamily Housing,25845,NA,,NA,,188891,644495,16,1648,0,1.8,0.1,Compliant,No Issue
23437,2018,MERCER CREST APT,Multifamily LR (1-4),3876900230,500 W MERCER ST,SEATTLE,WA,98119,47.62479,-122.36364,MAGNOLIA / QUEEN ANNE,7,1957,4,0,23636,23636,0,Multifamily Housing,94,25.90,25.30,612376,597325,72.50,70.80,Multifamily Housing,23636,NA,,NA,,175066,597325,0,0,0,1.6,0.1,Compliant,No Issue
23438,2018,KINNEAR PARK CONDOMINIUM,Multifamily LR (1-4),3877600000,500 W ROY ST,SEATTLE,WA,98119,47.62616,-122.36357,MAGNOLIA / QUEEN ANNE,7,1982,4,0,109864,87864,22000,Multifamily Housing,96,23.00,22.30,2017990,1956715,64.30,62.40,Multifamily Housing,87864,Parking,22000,NA,,573480,1956715,0,0,0,5.2,0.1,Compliant,No Issue
23439,2018,KINNEAR PLAZA CONDOMINIUM,Multifamily LR (1-4),3877700000,505 W ROY ST,SEATTLE,WA,98119,47.62563,-122.36358,MAGNOLIA / QUEEN ANNE,7,1982,4,0,25357,25357,0,Multifamily Housing,,23.00,22.40,582068,568659,59.00,57.80,Multifamily Housing,25357,NA,,NA,,145341,495903,728,72756,0,5.2,0.2,Compliant,No Issue
23440,2018,KINNEAR VISTA CONDOMINIUM,Multifamily LR (1-4),3877900000,1001 2ND AVE W,SEATTLE,WA,98119,47.62796,-122.3597,MAGNOLIA / QUEEN ANNE,7,1975,4,0,24084,24084,0,Multifamily Housing,,56.20,53.80,1354713,1295702,104.00,100.10,Multifamily Housing,24084,Parking,4800,NA,,175905,600186,6955,695516,0,38.5,1.6,Compliant,No Issue
23446,2018,CASTLE COURT APT 22 UNIT,Multifamily LR (1-4),3879900155,822 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62691,-122.35639,MAGNOLIA / QUEEN ANNE,7,1915,4,0,24280,24280,0,Multifamily Housing,100,20.50,19.80,496842,480261,40.50,38.60,Multifamily Housing,24280,NA,,NA,,72369,246922,2333,233339,0,13,0.5,Account Requires Verification,Low Outlier - EUI
23447,2018,VAL ANNE APTS 48 UNIT,Multifamily LR (1-4),3879900165,800 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62651,-122.35632,MAGNOLIA / QUEEN ANNE,7,1958,4,0,36732,36732,0,Multifamily Housing,96,23.30,22.60,791773,767874,65.20,63.20,Multifamily Housing,34018,NA,,NA,,225051,767874,0,0,0,2,0.1,Compliant,No Issue
23449,2018,900 QUEEN ANNE APARTMENTS,Multifamily LR (1-4),3879900235,900 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62749,-122.35648,MAGNOLIA / QUEEN ANNE,7,1929,4,0,41137,35178,5959,Multifamily Housing,86,43.00,40.90,1790660,1702389,57.40,55.00,Multifamily Housing,41669,NA,,NA,,84455,288162,14142,1414227,0,75.9,2.2,Compliant,No Issue
23450,2018,MONTANITA APTS,Multifamily LR (1-4),3879900285,1012 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62847,-122.35645,MAGNOLIA / QUEEN ANNE,7,1913,3,0,21234,21234,0,Multifamily Housing,84,39.20,38.40,832589,816271,73.40,71.20,Multifamily Housing,21234,NA,,NA,,109665,374178,4421,442093,0,24.5,1.2,Compliant,No Issue
23451,2018,FAIRVIEW APTS,Multifamily MR (5-9),3879900295,1000 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62828,-122.35635,MAGNOLIA / QUEEN ANNE,7,1962,5,0,29454,25671,3783,Multifamily Housing,96,23.60,22.80,604712,586577,66.00,64.00,Multifamily Housing,25671,Parking,3783,NA,,171916,586577,0,0,0,1.6,0.1,Compliant,No Issue
23452,2018,THE TIKI,Multifamily LR (1-4),3879900305,1015 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62855,-122.35713,MAGNOLIA / QUEEN ANNE,7,1962,4,0,25596,25596,0,Multifamily Housing,92,23.80,23.10,610102,592101,66.70,64.80,Multifamily Housing,25596,NA,,NA,,173535,592101,0,0,0,1.6,0.1,Compliant,No Issue
23453,2018,EDGECLIFF APTS,Multifamily LR (1-4),3879900325,929 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62801,-122.35701,MAGNOLIA / QUEEN ANNE,7,1948,3,0,23120,23120,0,Multifamily Housing,81,50.30,48.20,1163391,1114079,68.90,66.60,Multifamily Housing,23120,NA,,NA,,62016,211600,9025,902479,0,48.5,2.1,Compliant,No Issue
23454,2018,JEM-WEY APARTMENTS,Multifamily MR (5-9),3879900340,915 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62763,-122.35669,MAGNOLIA / QUEEN ANNE,7,1958,6,0,39212,39212,0,Multifamily Housing,91,33.40,32.10,1310824,1257330,93.60,89.80,Multifamily Housing,39212,NA,,NA,,368502,1257330,0,0,0,3.4,0.1,Account Requires Verification,Possible Missing Fuel or Data
23457,2018,26 UNIT,Multifamily LR (1-4),3879900375,1000 1ST AVE W,SEATTLE,WA,98119,47.628,-122.35769,MAGNOLIA / QUEEN ANNE,7,1960,4,0,22093,22093,0,Multifamily Housing,90,23.10,22.40,510242,494732,64.70,62.70,Multifamily Housing,22093,Parking,800,NA,,144998,494732,0,0,0,1.3,0.1,Compliant,No Issue
23458,2018,BUNGALOW APTS & REST/RETAIL,Multifamily LR (1-4),3879900435,615 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62522,-122.35707,MAGNOLIA / QUEEN ANNE,7,1906,2,0,22113,22113,0,Retail Store,27,54.20,54.20,336993,336993,151.90,151.90,Retail Store,6213,Multifamily Housing,0,NA,,98767,336993,0,0,0,0.9,0,Compliant,No Issue
23459,2018,18 WEST MERCER BUILDING,NonResidential,3879900465,18 W MERCER ST,SEATTLE,WA,98119,47.62481,-122.35762,MAGNOLIA / QUEEN ANNE,7,1984,4,0,57110,41298,15812,Office,71,48.50,47.70,1789319,1760773,119.60,118.80,Office,36929,Parking,15921,NA,,425039,1450234,3105,310539,0,20.4,0.5,Compliant,No Issue
23462,2018,DEL ROY APARTMENTS,Multifamily LR (1-4),3879900500,25 W ROY ST,SEATTLE,WA,98119,47.62561,-122.35763,MAGNOLIA / QUEEN ANNE,7,1914,4,0,40370,40370,0,Multifamily Housing,,24.80,24.10,1001531,972689,69.50,67.50,Multifamily Housing,40370,NA,,NA,,285079,972688,0,0,0,2.6,0.1,Compliant,No Issue
23465,2018,CHANDLER HALL APTS,Multifamily LR (1-4),3879900590,119 ROY ST,SEATTLE,WA,98109,47.62526,-122.35471,MAGNOLIA / QUEEN ANNE,7,1924,4,0,51150,51150,0,Multifamily Housing,65,74.50,71.00,3600013,3431110,98.20,94.50,Multifamily Housing,48320,NA,,NA,,161642,551521,28796,2879589,0,154.4,3,Compliant,No Issue
23466,2018,THE QUEENSBOROUGH,Multifamily MR (5-9),3879900620,101 W OLYMPIC PL,SEATTLE,WA,98119,47.62657,-122.3584,MAGNOLIA / QUEEN ANNE,7,1950,8,0,129860,83306,46554,Multifamily Housing,95,74.40,70.40,6198499,5868592,105.70,101.60,Multifamily Housing,83306,Parking,46554,NA,,384841,1313077,45555,4555516,0,245.4,2.9,Compliant,No Issue
23484,2018,BEACON VIEW APARTMENT BLDG A,Multifamily LR (1-4),7660600235,1701 12TH AVE S,SEATTLE,WA,98144,47.588,-122.3177,GREATER DUWAMISH,2,1968,4,0,35796,35796,0,Multifamily Housing,64,33.30,32.40,2308680,2241024,93.30,90.60,Multifamily Housing,69272,Parking,0,NA,,656806,2241024,0,0,0,6,0.2,Compliant,No Issue
23495,2018,"SHERWOOD APTS BLDG B, C, D,  E",Multifamily LR (1-4),7663700330,3101 NE 145TH ST,SEATTLE,WA,98155,47.73357,-122.29501,NORTH,5,1975,3,0,72671,72671,0,Multifamily Housing,59,36.80,35.80,2165484,2105850,100.00,97.20,Multifamily Housing,58831,Parking,2112,NA,,587469,2004444,1014,101406,0,10.7,0.1,Compliant,No Issue
23496,2018,MORRISON MANOR APTS 24 UNITS,Multifamily LR (1-4),7663700331,14355 32ND AVE NE,SEATTLE,WA,98125,47.7336,-122.29434,NORTH,5,1967,2,0,22382,22382,0,Multifamily Housing,77,30.80,30.10,690195,673768,86.30,84.30,Multifamily Housing,22382,NA,,NA,,197470,673768,0,0,0,1.8,0.1,Compliant,No Issue
23499,2018,SHERWOOD APTS- BLDG A - 28 UNITS,Multifamily LR (1-4),7663700369,3030 NE 143RD ST,SEATTLE,WA,98125,47.73225,-122.29494,NORTH,5,1977,3,0,27639,27639,0,Multifamily Housing,81,26.10,26.10,620096,620096,73.20,73.20,Multifamily Housing,23726,NA,,NA,,181740,620096,0,0,0,1.7,0.1,Compliant,No Issue
23501,2018,Jackson Park House & Village,Multifamily LR (1-4),7663700390,14378 30TH AVE NE,SEATTLE,WA,98125,47.73316,-122.29595,NORTH,5,1970,2,0,101613,101613,0,Multifamily Housing,100,24.40,23.60,2477368,2395051,59.80,57.70,Multifamily Housing,101613,NA,,NA,,560243,1911550,4835,483502,0,30.8,0.3,Account Requires Verification,Low Outlier - ENERGY STAR Score
23502,2018,MIRRORWOOD APTS,Multifamily LR (1-4),7663700410,14371 30TH AVE NE,SEATTLE,WA,98125,47.73351,-122.29679,NORTH,5,1986,3,0,30942,30942,0,Multifamily Housing,60,32.30,31.50,999041,973634,90.40,88.10,Multifamily Housing,30942,NA,,NA,,285356,973634,0,0,0,2.6,0.1,Compliant,No Issue
23503,2018,SALTYS RESTAURANT,NonResidential,7666706590,1936 HARBOR AVE SW,SEATTLE,WA,98126,47.58654,-122.37644,SOUTHWEST,1,1902,2,0,20398,20398,0,Restaurant,,457.70,454.80,9335772,9277030,776.70,775.40,Restaurant,19232,Office,1166,NA,,1017396,3471355,58057,5805676,0,317.6,15.6,Compliant,No Issue
23504,2018,ALASKA COPPER CO WHSE,NonResidential,7674800055,3223 6TH AVE S,SEATTLE,WA,98134,47.5746,-122.32637,GREATER DUWAMISH,2,1952,1,0,41308,41308,0,Distribution Center,8,38.00,36.90,1569686,1525389,88.70,87.50,Distribution Center,41308,NA,,NA,,337314,1150915,3745,374474,0,23,0.6,Compliant,No Issue
23508,2018,SEAVIEW CONDOMINIUM,Multifamily LR (1-4),7677290000,519 W ROY ST,SEATTLE,WA,98119,47.62586,-122.36388,MAGNOLIA / QUEEN ANNE,7,1930,3,0,36751,36751,0,Multifamily Housing,,84.90,81.00,3118327,2978114,109.10,105.00,Multifamily Housing,36751,NA,,NA,,122845,419146,25590,2558968,0,137,3.7,Compliant,No Issue
23510,2018,SEAVIEW TERRACE CONDOMINIUM,Multifamily LR (1-4),7680600000,7019 47TH AVE SW,SEATTLE,WA,98136,47.53979,-122.39409,SOUTHWEST,1,1978,4,0,39888,39888,0,Multifamily Housing,44,61.70,59.50,2460574,2374994,102.40,99.00,Multifamily Housing,39888,NA,,NA,,243398,830472,15445,1544522,0,84.2,2.1,Compliant,No Issue
23515,2018,SEDONA COURT CONDOMINIUM,Multifamily LR (1-4),7683940000,12034 15TH AVE NE,SEATTLE,WA,98125,47.71677,-122.31219,NORTH,5,2000,3,0,30833,30833,0,Multifamily Housing,,23.30,22.80,716986,704168,65.10,63.90,Multifamily Housing,30833,NA,,NA,,206380,704168,0,0,0,1.9,0.1,Compliant,No Issue
23516,2018,SELANO CONDOMINIUM,Multifamily MR (5-9),7690400000,133 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.61963,-122.357,MAGNOLIA / QUEEN ANNE,7,2001,6,0,28453,28453,0,Multifamily Housing,,30.00,29.90,852779,851386,83.50,83.40,Multifamily Housing,26122,Parking,15000,Medical Office,2317,247592,844785,66,6601,0,2.6,0.1,Account Requires Verification,Possible Energy Data Error
23517,2018,SENTINEL THE CONDOMINIUM,Multifamily MR (5-9),7693700000,320 MELROSE AVE E,SEATTLE,WA,98102,47.6214,-122.32765,EAST,3,1966,7,0,28291,28291,0,Multifamily Housing,92,26.60,26.20,752374,741646,74.50,73.40,Multifamily Housing,28291,NA,,NA,,217364,741646,0,0,0,2,0.1,Compliant,No Issue
23518,2018,SERANA CONDOMINIUMS,Multifamily LR (1-4),7695400000,621 5TH AVE N,SEATTLE,WA,98109,47.62514,-122.34784,MAGNOLIA / QUEEN ANNE,1,1999,4,0,34459,34459,0,Multifamily Housing,75,24.50,24.20,844387,832816,68.60,67.70,Multifamily Housing,34459,NA,,NA,,244084,832816,0,0,0,2.2,0.1,Compliant,No Issue
23519,2018,SERRANO ON CALIFORNIA CONDOMINIUM,Multifamily MR (5-9),7697400000,4847 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.55769,-122.38708,SOUTHWEST,1,2002,6,0,40025,40025,0,Multifamily Housing,88,35.50,34.90,1420024,1396255,77.20,76.60,Multifamily Housing,40025,NA,,NA,,267612,913093,4832,483162,0,28.1,0.7,Compliant,No Issue
23521,2018,714 BELLEVUE AVE E CONDOMINIUM,Multifamily MR (5-9),7697980000,714 BELLEVUE AVE E,SEATTLE,WA,98102,47.62551,-122.32633,EAST,3,1981,8,0,25012,25012,0,Multifamily Housing,,30.30,29.50,758417,736878,84.90,82.50,Multifamily Housing,25012,NA,,NA,,215967,736878,0,0,0,2,0.1,Compliant,No Issue
23522,2018,SEVEN HIGHLAND DRIVE CONDOMINIUM,Multifamily MR (5-9),7698100000,7 HIGHLAND DR,SEATTLE,WA,98109,47.62933,-122.35628,MAGNOLIA / QUEEN ANNE,7,1968,7,0,35750,30709,5041,Multifamily Housing,100,36.70,35.60,1311777,1274297,74.30,71.80,Multifamily Housing,35750,NA,,NA,,205560,701369,5729,572928,0,32.3,1.1,Compliant,No Issue
23523,2018,700 CROCKETT PLACE CONDOMINIUM,Multifamily MR (5-9),7698120000,700 CROCKETT ST,SEATTLE,WA,98109,47.63781,-122.34421,MAGNOLIA / QUEEN ANNE,7,1984,5,0,34726,34726,0,Multifamily Housing,82,24.80,24.40,861793,846301,69.50,68.20,Multifamily Housing,34726,NA,,NA,,248036,846301,0,0,0,2.3,0.1,Compliant,No Issue
23530,2018,Capitol Hill Townhomes,Multifamily LR (1-4),7698400000,1718 16TH AVE,SEATTLE,WA,98122,47.61701,-122.31171,EAST,1,1980,3,0,49106,49106,0,Multifamily Housing,53,24.50,23.70,1205169,1162817,68.70,66.30,Multifamily Housing,49106,NA,,NA,,340802,1162817,0,0,0,3.1,0.1,Compliant,No Issue
23531,2018,SEVENTEEN07,Multifamily LR (1-4),7698410000,1707 BOYLSTON AVE,SEATTLE,WA,98122,47.61656,-122.32379,EAST,1,1965,3,0,24754,24754,0,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
23543,2018,THORNTON CREEK,Multifamily LR (1-4),8633100000,12534 15TH AVE NE,SEATTLE,WA,98125,47.72048,-122.31233,NORTH,5,2002,3,0,30870,30870,0,Multifamily Housing,75,24.60,24.60,797026,797026,69.00,69.00,Multifamily Housing,32360,NA,,NA,,233595,797026,0,0,0,2.1,0.1,Compliant,No Issue
23552,2018,TOBIRA,Multifamily MR (5-9),8653700000,108 5TH AVE S,SEATTLE,WA,98104,47.6015,-122.32722,DOWNTOWN,2,2001,7,0,109284,109284,0,Multifamily Housing,100,22.00,21.60,1731572,1701678,61.60,60.60,Multifamily Housing,78669,Parking,30615,NA,,498734,1701679,0,0,0,4.5,0,Compliant,No Issue
23554,2018,TOSCANO CONDOMINIUM,Multifamily LR (1-4),8663180000,907 WARREN AVE N,SEATTLE,WA,98109,47.62747,-122.35447,MAGNOLIA / QUEEN ANNE,7,1999,4,0,28766,28766,0,Multifamily Housing,,29.60,28.80,852226,829331,64.10,62.80,Multifamily Housing,28766,NA,,NA,,156676,534578,2948,294753,0,17.1,0.6,Compliant,No Issue
23557,2018,TOWNE TERRACE CONDOMINIUM,Multifamily LR (1-4),8664800000,550 ALOHA ST,SEATTLE,WA,98109,47.62741,-122.34577,MAGNOLIA / QUEEN ANNE,7,1981,4,0,24570,24570,0,Multifamily Housing,71,28.90,28.40,710107,697541,80.90,79.50,Multifamily Housing,24570,Parking,2780,NA,,204438,697541,0,0,0,1.9,0.1,Compliant,No Issue
23558,2018,TRACE LOFTS,Multifamily MR (5-9),8664950000,1408 12TH AVE,SEATTLE,WA,98122,47.61323,-122.31641,EAST,3,2007,5,0,50749,50749,0,Multifamily Housing,70,33.30,32.60,1692462,1654420,92.50,90.40,Multifamily Housing,39432,Retail Store,11317,NA,,477692,1629885,245,24535,0,5.7,0.1,Compliant,No Issue
23559,2018,TRACE NORTH,Multifamily MR (5-9),8664970000,1412 12TH AVE,SEATTLE,WA,98122,47.61343,-122.31641,EAST,3,2007,6,0,91520,91520,0,Multifamily Housing,51,36.90,36.60,3380150,3353019,102.00,101.20,Multifamily Housing,82368,Retail Store,9152,NA,,961373,3280203,728,72816,0,12.6,0.1,Compliant,No Issue
23560,2018,TRAMONTI AT LAKE UNION CONDOMINIUM,Multifamily LR (1-4),8669900000,2920 EASTLAKE AVE E,SEATTLE,WA,98102,47.64786,-122.32378,LAKE UNION,4,2004,4,0,62504,51376,11128,Multifamily Housing,90,26.90,26.30,1380421,1348649,58.20,57.30,Multifamily Housing,51376,NA,,NA,,256033,873584,4751,475065,0,27.6,0.5,Account Requires Verification,Possible Energy Data Error
23561,2018,TRAUGOTT TERRACE,Multifamily MR (5-9),8670350000,2317 3RD AVE,SEATTLE,WA,98121,47.6148,-122.34568,DOWNTOWN,7,2003,7,0,39962,39962,0,Multifamily Housing,,37.70,36.30,1505445,1451222,74.70,72.70,Multifamily Housing,39962,NA,,NA,,231228,788951,6623,662271,0,37.3,0.9,Compliant,No Issue
